I_magnitude,period_days,I_band_amplitude,V_minus_I_color,star_type
14.972,4.3781838,0.178,0.8150000000000013,Cepheid
15.366,3.2186333,0.375,0.7669999999999995,Cepheid
14.589,5.7915097,0.497,0.7750000000000004,Cepheid
15.432,3.4164404,0.493,0.7819999999999983,Cepheid
15.46,3.34595,0.397,0.8629999999999995,Cepheid
15.353,3.0045369,0.543,0.6880000000000006,Cepheid
15.823,2.3302809,0.531,0.7300000000000004,Cepheid
15.21,4.0450941,0.489,0.8399999999999999,Cepheid
15.485,3.2125872,0.224,0.847999999999999,Cepheid
15.285,3.5448485,0.375,0.7669999999999995,Cepheid
15.379,2.7073843,0.55,0.6379999999999999,Cepheid
14.982,4.3155827,0.605,0.7300000000000004,Cepheid
15.46,3.0108718,0.478,0.7459999999999987,Cepheid
15.358,3.1551766,0.479,0.7420000000000009,Cepheid
15.097,3.9761229,0.456,0.7810000000000006,Cepheid
15.049,3.7888327,0.43,0.7270000000000003,Cepheid
16.147,1.7803921,0.516,0.6980000000000004,Cepheid
15.171,2.9467014,0.532,0.6320000000000014,Cepheid
15.296,3.6050109,0.45,0.8350000000000009,Cepheid
15.604,2.5893677,0.509,0.7300000000000004,Cepheid
16.322,1.6484303,0.397,0.6870000000000012,Cepheid
15.484,3.4721052,0.178,0.8510000000000009,Cepheid
15.375,2.9115708,0.42,0.652000000000001,Cepheid
15.163,3.8225055,0.236,0.7620000000000005,Cepheid
15.346,3.4674237,0.604,0.8200000000000003,Cepheid
15.519,2.7146787,0.56,0.6809999999999992,Cepheid
15.224,3.4201298,0.381,0.690999999999999,Cepheid
15.525,3.3461812,0.501,0.8199999999999985,Cepheid
14.949,4.226975,0.509,0.7300000000000004,Cepheid
14.933,4.2869199,0.454,0.7699999999999996,Cepheid
15.14,4.1567972,0.37,0.8469999999999995,Cepheid
15.67,3.0708515,0.423,0.8849999999999998,Cepheid
15.675,2.5040635,0.582,0.6759999999999984,Cepheid
13.921,9.7225505,0.361,0.8310000000000013,Cepheid
15.397,3.0721008,0.548,0.6910000000000007,Cepheid
15.402,3.2665755,0.562,0.7650000000000023,Cepheid
15.762,2.3242601,0.32,0.690999999999999,Cepheid
15.391,3.4065084,0.513,0.8010000000000002,Cepheid
15.182,4.2641243,0.367,0.822000000000001,Cepheid
15.36,2.7099863,0.544,0.6610000000000014,Cepheid
15.072,4.1345984,0.503,0.7370000000000001,Cepheid
14.792,4.6281968,0.532,0.7050000000000001,Cepheid
15.364,3.5283819,0.394,0.852999999999998,Cepheid
13.831,8.3031424,0.507,0.7400000000000002,Cepheid
